PCON24CD,Theme,Title,Value
S14000070,economy,Receiving under 10 Mbps,2.9
S14000070,economy,Superfast availability,98.8
S14000070,economy,Total income: median,28600
S14000070,economy,Total tax amount,199
S14000070,energy,Households off the gas grid,4.6
S14000070,society,Child poverty,28.5
S14000070,society,EU referendum using 2024 consituencies,0.3973402361
S14000070,society,Electorate,72507
S14000070,society,Fish and chip shops,9
S14000070,society,Foodbanks,1
S14000070,society,General Election (notional): 12 December 2019,SNP
S14000070,society,General Election: 4 July 2024,Lab
S14000070,society,Percentage of children affected by two-child limit,9
S14000070,society,Population,94970
S14000070,society,Population: by age,947
S14000070,society,Population: by group,59901
S14000070,society,Post offices,16
S14000070,society,Pubs,51
S14000070,transport,Bus stops,430
S14000070,transport,Bus stops per square km,6.25
S14000070,transport,EV: combined charging availability,300
S14000070,transport,EV: home charging,191
S14000070,transport,EV: workplace charging points,32
S14000070,transport,Rail cancellations,3.2
S14000070,transport,Train stations,9
S14000070,transport,Train stations per square km,0.131
S14000070,transport,Tram and metro stops,
S14000070,transport,Tram and metro stops per square km,
E14001176,economy,ATMs: total,97
E14001176,economy,Average download speeds,159.1
E14001176,economy,Below universal service obligation,0
E14001176,economy,Gigabit availability,82.8
E14001176,economy,House prices,305000
E14001176,economy,Receiving over 30 Mbps,89.9
E14001176,economy,Receiving under 10 Mbps,2.2
E14001176,economy,Superfast availability,98.3
E14001176,economy,Total income: median,29000
E14001176,economy,Total tax amount,314
E14001176,energy,Households off the gas grid,13.4
E14001176,environment,Ancient woodland,2.1694
E14001176,environment,Countryside and Rights of Way,0.0439
E14001176,environment,Green belt: percentage,
E14001176,environment,Green belt: total,
E14001176,society,Child poverty,23.6
E14001176,society,EU referendum using 2024 consituencies,0.5107187188
E14001176,society,Electorate,76843
E14001176,society,Fish and chip shops,12
E14001176,society,Foodbanks,0
E14001176,society,General Election (notional): 12 December 2019,Con
E14001176,society,General Election: 4 July 2024,Lab
E14001176,society,Heritage at Risk: all,3
E14001176,society,Heritage at Risk: archaeology,1
E14001176,society,Heritage at Risk: building or structure,2
E14001176,society,Heritage at Risk: conservation area,0
E14001176,society,Heritage at Risk: place of worship,0
E14001176,society,MPs: Left vs Right,38.396
E14001176,society,Percentage of children affected by two-child limit,10
E14001176,society,Population,115314
E14001176,society,Population: by age,1333
E14001176,society,Population: by group,72872
E14001176,society,Post offices,12
E14001176,society,Pubs,92
E14001176,transport,Bus stops,548
E14001176,transport,Bus stops per square km,12.98
E14001176,transport,Cars or vans by household,83.9
E14001176,transport,EV: combined charging availability,197
E14001176,transport,EV: home charging,126
E14001176,transport,EV: workplace charging points,21
E14001176,transport,Rail cancellations,0.8
E14001176,transport,Train stations,3
E14001176,transport,Train stations per square km,0.071
E14001176,transport,Tram and metro stops,
E14001176,transport,Tram and metro stops per square km,
E14001177,economy,ATMs: total,41
E14001177,economy,Average download speeds,127.8
E14001177,economy,Below universal service obligation,0
E14001177,economy,Gigabit availability,76.4
E14001177,economy,House prices,215000
E14001177,economy,Receiving over 30 Mbps,81.7
E14001177,economy,Receiving under 10 Mbps,3.8
E14001177,economy,Superfast availability,96.2
E14001177,economy,Total income: median,28400
E14001177,economy,Total tax amount,301
E14001177,energy,Households off the gas grid,5.3
E14001177,environment,Ancient woodland,1.5351
E14001177,environment,Countryside and Rights of Way,14.9548
E14001177,environment,Green belt: percentage,60.3
E14001177,environment,Green belt: total,10390
E14001177,society,Child poverty,24.2
E14001177,society,EU referendum using 2024 consituencies,0.4970991002
E14001177,society,Electorate,71518
E14001177,society,Fish and chip shops,22
E14001177,society,Foodbanks,2
E14001177,society,General Election (notional): 12 December 2019,Con
E14001177,society,General Election: 4 July 2024,Lab
E14001177,society,Heritage at Risk: all,8
E14001177,society,Heritage at Risk: archaeology,1
E14001177,society,Heritage at Risk: building or structure,5
E14001177,society,Heritage at Risk: conservation area,0
E14001177,society,Heritage at Risk: place of worship,2
E14001177,society,MPs: Left vs Right,44.966
E14001177,society,Percentage of children affected by two-child limit,10
E14001177,society,Population,94053
E14001177,society,Population: by age,947
E14001177,society,Population: by group,55158
E14001177,society,Post offices,18
E14001177,society,Pubs,150
E14001177,transport,Bus stops,1195
E14001177,transport,Bus stops per square km,6.93
E14001177,transport,Cars or vans by household,88.1
E14001177,transport,EV: combined charging availability,1178
E14001177,transport,EV: home charging,945
E14001177,transport,EV: workplace charging points,181
E14001177,transport,Rail cancellations,4.1
E14001177,transport,Train stations,4
E14001177,transport,Train stations per square km,0.023
E14001177,transport,Tram and metro stops,
E14001177,transport,Tram and metro stops per square km,
E14001178,economy,ATMs: total,39
E14001178,economy,Average download speeds,121.7
E14001178,economy,Below universal service obligation,0
E14001178,economy,Gigabit availability,77.2
E14001178,economy,House prices,278000
E14001178,economy,Receiving over 30 Mbps,83.8
E14001178,economy,Receiving under 10 Mbps,3.3
E14001178,economy,Superfast availability,97.3
E14001178,economy,Total income: median,28700
E14001178,economy,Total tax amount,370
E14001178,energy,Households off the gas grid,7.7
E14001178,environment,Ancient woodland,0.9806
E14001178,environment,Countryside and Rights of Way,0.0002
E14001178,environment,Green belt: percentage,25.1
E14001178,environment,Green belt: total,5300
E14001178,society,Child poverty,25.6
E14001178,society,EU referendum using 2024 consituencies,0.5176851716
E14001178,society,Electorate,69836
E14001178,society,Fish and chip shops,17
E14001178,society,Foodbanks,4
E14001178,society,General Election (notional): 12 December 2019,Con
E14001178,society,General Election: 4 July 2024,Lab
E14001178,society,Heritage at Risk: all,4
E14001178,society,Heritage at Risk: archaeology,1
E14001178,society,Heritage at Risk: building or structure,1
E14001178,society,Heritage at Risk: conservation area,1
E14001178,society,Heritage at Risk: place of worship,1
E14001178,society,MPs: Left vs Right,43.944
E14001178,society,Percentage of children affected by two-child limit,8
E14001178,society,Population,92687
E14001178,society,Population: by age,933
E14001178,society,Population: by group,52078
E14001178,society,Post offices,9
E14001178,society,Pubs,134
E14001178,transport,Bus stops,558
E14001178,transport,Bus stops per square km,2.64
E14001178,transport,Cars or vans by household,92.6
E14001178,transport,EV: combined charging availability,818
E14001178,transport,EV: home charging,710
E14001178,transport,EV: workplace charging points,73
E14001178,transport,Rail cancellations,3.5
E14001178,transport,Train stations,5
E14001178,transport,Train stations per square km,0.024
E14001178,transport,Tram and metro stops,
E14001178,transport,Tram and metro stops per square km,
E14001179,economy,ATMs: total,70
E14001179,economy,Average download speeds,150.5
E14001179,economy,Below universal service obligation,0.1
E14001179,economy,Gigabit availability,81.9
E14001179,economy,House prices,260000
E14001179,economy,Receiving over 30 Mbps,88.7
E14001179,economy,Receiving under 10 Mbps,2.5
E14001179,economy,Superfast availability,98.8
E14001179,economy,Total income: median,27100
E14001179,economy,Total tax amount,362
E14001179,energy,Households off the gas grid,10.7
E14001179,environment,Ancient woodland,5.1921
E14001179,environment,Countryside and Rights of Way,0.012
E14001179,environment,Green belt: percentage,
E14001179,environment,Green belt: total,
E14001179,society,Child poverty,29.8
E14001179,society,EU referendum using 2024 consituencies,0.5939187269
E14001179,society,Electorate,76748
E14001179,society,Fish and chip shops,4
E14001179,society,Foodbanks,3
E14001179,society,General Election (notional): 12 December 2019,Con
E14001179,society,General Election: 4 July 2024,Lab
E14001179,society,Heritage at Risk: all,12
E14001179,society,Heritage at Risk: archaeology,1
E14001179,society,Heritage at Risk: building or structure,4
E14001179,society,Heritage at Risk: conservation area,0
E14001179,society,Heritage at Risk: place of worship,7
E14001179,society,MPs: Left vs Right,41.79
E14001179,society,Percentage of children affected by two-child limit,10
E14001179,society,Population,118206
E14001179,society,Population: by age,1251
E14001179,society,Population: by group,70798
E14001179,society,Post offices,23
E14001179,society,Pubs,139
E14001179,transport,Bus stops,890
E14001179,transport,Bus stops per square km,1.7
E14001179,transport,Cars or vans by household,88.1
E14001179,transport,EV: combined charging availability,1227
E14001179,transport,EV: home charging,1141
E14001179,transport,EV: workplace charging points,0
E14001179,transport,Rail cancellations,4.7
E14001179,transport,Train stations,1
E14001179,transport,Train stations per square km,0.002
E14001179,transport,Tram and metro stops,
E14001179,transport,Tram and metro stops per square km,
E14001180,economy,ATMs: total,119
E14001180,economy,Average download speeds,184.2
E14001180,economy,Below universal service obligation,0
E14001180,economy,Gigabit availability,97.8
E14001180,economy,House prices,200000
E14001180,economy,Receiving over 30 Mbps,90.1
E14001180,economy,Receiving under 10 Mbps,3
E14001180,economy,Superfast availability,99.5
E14001180,economy,Total income: median,24800
E14001180,economy,Total tax amount,181
E14001180,energy,Households off the gas grid,7.2
E14001180,environment,Ancient woodland,0.4929
E14001180,environment,Countryside and Rights of Way,0.0026
E14001180,environment,Green belt: percentage,2.9
E14001180,environment,Green belt: total,80
E14001180,society,Child poverty,44.2
E14001180,society,EU referendum using 2024 consituencies,0.5870567523
E14001180,society,Electorate,73389
E14001180,society,Fish and chip shops,17
E14001180,society,Foodbanks,1
E14001180,society,General Election (notional): 12 December 2019,Lab
E14001180,society,General Election: 4 July 2024,Lab
E14001180,society,Heritage at Risk: all,0
E14001180,society,Heritage at Risk: archaeology,0
E14001180,society,Heritage at Risk: building or structure,0
E14001180,society,Heritage at Risk: conservation area,0
E14001180,society,Heritage at Risk: place of worship,0
E14001180,society,MPs: Left vs Right,44.587
E14001180,society,Percentage of children affected by two-child limit,16
E14001180,society,Population,121159
E14001180,society,Population: by age,1606
E14001180,society,Population: by group,73842
E14001180,society,Post offices,18
E14001180,society,Pubs,73
E14001180,transport,Bus stops,453
E14001180,transport,Bus stops per square km,15.74
E14001180,transport,Cars or vans by household,77
E14001180,transport,EV: combined charging availability,1059
E14001180,transport,EV: home charging,313
E14001180,transport,EV: workplace charging points,101
E14001180,transport,Rail cancellations,4
E14001180,transport,Train stations,1
E14001180,transport,Train stations per square km,0.035
E14001180,transport,Tram and metro stops,
E14001180,transport,Tram and metro stops per square km,
E14001181,economy,ATMs: total,78
E14001181,economy,Average download speeds,201.5
E14001181,economy,Below universal service obligation,0
E14001181,economy,Gigabit availability,98.2
E14001181,economy,House prices,227500
E14001181,economy,Receiving over 30 Mbps,91.7
E14001181,economy,Receiving under 10 Mbps,2.5
E14001181,economy,Superfast availability,99.3
E14001181,economy,Total income: median,25500
E14001181,economy,Total tax amount,216
E14001181,energy,Households off the gas grid,6.6
E14001181,environment,Ancient woodland,1.7986
E14001181,environment,Countryside and Rights of Way,0
E14001181,environment,Green belt: percentage,34.8
E14001181,environment,Green belt: total,1340
E14001181,society,Child poverty,37.5
E14001181,society,EU referendum using 2024 consituencies,0.5843070618
E14001181,society,Electorate,73431
E14001181,society,Fish and chip shops,6
E14001181,society,Foodbanks,0
E14001181,society,General Election (notional): 12 December 2019,Lab
E14001181,society,General Election: 4 July 2024,Lab
E14001181,society,Heritage at Risk: all,2
E14001181,society,Heritage at Risk: archaeology,1
E14001181,society,Heritage at Risk: building or structure,0
E14001181,society,Heritage at Risk: conservation area,1
E14001181,society,Heritage at Risk: place of worship,0
E14001181,society,MPs: Left vs Right,40.67
E14001181,society,Percentage of children affected by two-child limit,12
E14001181,society,Population,109006
E14001181,society,Population: by age,1268
E14001181,society,Population: by group,67071
E14001181,society,Post offices,11
E14001181,society,Pubs,81
E14001181,transport,Bus stops,464
E14001181,transport,Bus stops per square km,12.03
E14001181,transport,Cars or vans by household,82.2
E14001181,transport,EV: combined charging availability,1298
E14001181,transport,EV: home charging,421
E14001181,transport,EV: workplace charging points,136
E14001181,transport,Rail cancellations,0
E14001181,transport,Train stations,
E14001181,transport,Train stations per square km,
E14001181,transport,Tram and metro stops,
E14001181,transport,Tram and metro stops per square km,
E14001182,economy,ATMs: total,144
E14001182,economy,Average download speeds,179.4
E14001182,economy,Below universal service obligation,0
E14001182,economy,Gigabit availability,94.4
E14001182,economy,House prices,240000
E14001182,economy,Receiving over 30 Mbps,87.7
E14001182,economy,Receiving under 10 Mbps,3.2
E14001182,economy,Superfast availability,96.2
E14001182,economy,Total income: median,28100
E14001182,economy,Total tax amount,267
E14001182,energy,Households off the gas grid,21.2
E14001182,environment,Ancient woodland,1.6511
E14001182,environment,Countryside and Rights of Way,2.0407
E14001182,environment,Green belt: percentage,1.7
E14001182,environment,Green belt: total,50
E14001182,society,Child poverty,40.1
E14001182,society,EU referendum using 2024 consituencies,0.497833653
E14001182,society,Electorate,70998
E14001182,society,Fish and chip shops,24
E14001182,society,Foodbanks,1
E14001182,society,General Election (notional): 12 December 2019,Lab
E14001182,society,General Election: 4 July 2024,Lab
E14001182,society,Heritage at Risk: all,8
E14001182,society,Heritage at Risk: archaeology,0
E14001182,society,Heritage at Risk: building or structure,3
E14001182,society,Heritage at Risk: conservation area,2
E14001182,society,Heritage at Risk: place of worship,2
E14001182,society,MPs: Left vs Right,32.379
E14001182,society,Percentage of children affected by two-child limit,14
E14001182,society,Population,125435
E14001182,society,Population: by age,1273
E14001182,society,Population: by group,85002
E14001182,society,Post offices,15
E14001182,society,Pubs,128
E14001182,transport,Bus stops,618
E14001182,transport,Bus stops per square km,19.71
E14001182,transport,Cars or vans by household,77.5
E14001182,transport,EV: combined charging availability,1338
E14001182,transport,EV: home charging,342
E14001182,transport,EV: workplace charging points,110
E14001182,transport,Rail cancellations,4.3
E14001182,transport,Train stations,3
E14001182,transport,Train stations per square km,0.096
E14001182,transport,Tram and metro stops,
E14001182,transport,Tram and metro stops per square km,
S14000071,economy,ATMs: total,83
S14000071,economy,Average download speeds,153.2
S14000071,economy,Below universal service obligation,0
S14000071,economy,Gigabit availability,84.8
S14000071,economy,Receiving over 30 Mbps,85.9
S14000071,economy,Receiving under 10 Mbps,2.5
S14000071,economy,Superfast availability,98.5
S14000071,economy,Total income: median,27000
S14000071,economy,Total tax amount,225
S14000071,energy,Households off the gas grid,5.4
S14000071,society,Child poverty,30.8
S14000071,society,EU referendum using 2024 consituencies,0.3912183154
S14000071,society,Electorate,70329
S14000071,society,Fish and chip shops,15
S14000071,society,Foodbanks,1
S14000071,society,General Election (notional): 12 December 2019,SNP
S14000071,society,General Election: 4 July 2024,Lab
S14000071,society,MPs: Left vs Right,42.005
S14000071,society,Percentage of children affected by two-child limit,10
S14000071,society,Population,94990
S14000071,society,Population: by age,792
S14000071,society,Population: by group,56014
S14000071,society,Post offices,13
S14000071,society,Pubs,59
S14000071,transport,Bus stops,931
S14000071,transport,Bus stops per square km,6.29
S14000071,transport,EV: combined charging availability,267
S14000071,transport,EV: home charging,194
S14000071,transport,EV: workplace charging points,21
S14000071,transport,Rail cancellations,2.1
S14000071,transport,Train stations,8
S14000071,transport,Train stations per square km,0.054
S14000071,transport,Tram and metro stops,
S14000071,transport,Tram and metro stops per square km,
E14001183,economy,ATMs: total,60
E14001183,economy,Average download speeds,141.8
E14001183,economy,Below universal service obligation,0
E14001183,economy,Gigabit availability,89.7
E14001183,economy,House prices,192500
E14001183,economy,Receiving over 30 Mbps,87.9
E14001183,economy,Receiving under 10 Mbps,3
E14001183,economy,Superfast availability,99.1
E14001183,economy,Total income: median,26900
E14001183,economy,Total tax amount,227
E14001183,energy,Households off the gas grid,2.7
E14001183,environment,Ancient woodland,0.6332
E14001183,environment,Countryside and Rights of Way,0
E14001183,environment,Green belt: percentage,56.8
E14001183,environment,Green belt: total,5590
E14001183,society,Child poverty,27.5
E14001183,society,EU referendum using 2024 consituencies,0.6032794086
E14001183,society,Electorate,73295
E14001183,society,Fish and chip shops,13
E14001183,society,Foodbanks,1
E14001183,society,General Election (notional): 12 December 2019,Lab
E14001183,society,General Election: 4 July 2024,Lab
E14001183,society,Heritage at Risk: all,6
E14001183,society,Heritage at Risk: archaeology,0
E14001183,society,Heritage at Risk: building or structure,3
E14001183,society,Heritage at Risk: conservation area,1
E14001183,society,Heritage at Risk: place of worship,1
E14001183,society,MPs: Left vs Right,40.074
E14001183,society,Percentage of children affected by two-child limit,10
E14001183,society,Population,98057
E14001183,society,Population: by age,970
E14001183,society,Population: by group,57794
E14001183,society,Post offices,9
E14001183,society,Pubs,112
E14001183,transport,Bus stops,500
E14001183,transport,Bus stops per square km,5.08
E14001183,transport,Cars or vans by household,84.8
E14001183,transport,EV: combined charging availability,977
E14001183,transport,EV: home charging,703
E14001183,transport,EV: workplace charging points,196
E14001183,transport,Rail cancellations,4
E14001183,transport,Train stations,1
E14001183,transport,Train stations per square km,0.01
E14001183,transport,Tram and metro stops,3
E14001183,transport,Tram and metro stops per square km,0.03
E14001184,economy,ATMs: total,152
E14001184,economy,Average download speeds,175.7
E14001184,economy,Below universal service obligation,0
E14001184,economy,Gigabit availability,93.6
E14001184,economy,House prices,342500
E14001184,economy,Receiving over 30 Mbps,92.2
E14001184,economy,Receiving under 10 Mbps,2.9
E14001184,economy,Superfast availability,98.9
E14001184,economy,Total income: median,29100
E14001184,economy,Total tax amount,308
E14001184,energy,Households off the gas grid,8.4
E14001184,environment,Ancient woodland,4.484
E14001184,environment,Countryside and Rights of Way,0
E14001184,environment,Green belt: percentage,0
E14001184,environment,Green belt: total,0
E14001184,society,Child poverty,34.4
E14001184,society,EU referendum using 2024 consituencies,0.584136714
E14001184,society,Electorate,74446
E14001184,society,Fish and chip shops,8
E14001184,society,Foodbanks,1
E14001184,society,General Election (notional): 12 December 2019,Con
E14001184,society,General Election: 4 July 2024,Lab
E14001184,society,Heritage at Risk: all,0
E14001184,society,Heritage at Risk: archaeology,0
E14001184,society,Heritage at Risk: building or structure,0
E14001184,society,Heritage at Risk: conservation area,0
E14001184,society,Heritage at Risk: place of worship,0
E14001184,society,MPs: Left vs Right,41.194
E14001184,society,Percentage of children affected by two-child limit,13
E14001184,society,Population,119509
E14001184,society,Population: by age,1526
E14001184,society,Population: by group,75151
E14001184,society,Post offices,12
E14001184,society,Pubs,58
E14001184,transport,Bus stops,416
E14001184,transport,Bus stops per square km,9.25
E14001184,transport,Cars or vans by household,84.7
E14001184,transport,EV: combined charging availability,718
E14001184,transport,EV: home charging,388
E14001184,transport,EV: workplace charging points,182
E14001184,transport,Rail cancellations,5
E14001184,transport,Train stations,4
E14001184,transport,Train stations per square km,0.089
E14001184,transport,Tram and metro stops,2
E14001184,transport,Tram and metro stops per square km,0.04
E14001185,economy,ATMs: total,98
E14001185,economy,Average download speeds,112.6
E14001185,economy,Below universal service obligation,0
E14001185,economy,Gigabit availability,78.6
E14001185,economy,House prices,210000
E14001185,economy,Receiving over 30 Mbps,87.9
E14001185,economy,Receiving under 10 Mbps,3.2
E14001185,economy,Superfast availability,98.3
E14001185,economy,Total income: median,27300
E14001185,economy,Total tax amount,273
E14001185,energy,Households off the gas grid,5.1
E14001185,environment,Ancient woodland,0.1044
E14001185,environment,Countryside and Rights of Way,1.8589
E14001185,environment,Green belt: percentage,10.9
E14001185,environment,Green belt: total,980
E14001185,society,Child poverty,35
E14001185,society,EU referendum using 2024 consituencies,0.6067929871
E14001185,society,Electorate,76236
E14001185,society,Fish and chip shops,23
E14001185,society,Foodbanks,2
E14001185,society,General Election (notional): 12 December 2019,Con
E14001185,society,General Election: 4 July 2024,Lab
E14001185,society,Heritage at Risk: all,4
E14001185,society,Heritage at Risk: archaeology,1
E14001185,society,Heritage at Risk: building or structure,1
E14001185,society,Heritage at Risk: conservation area,0
E14001185,society,Heritage at Risk: place of worship,1
E14001185,society,MPs: Left vs Right,45.872
E14001185,society,Percentage of children affected by two-child limit,12
E14001185,society,Population,112193
E14001185,society,Population: by age,1183
E14001185,society,Population: by group,68030
E14001185,society,Post offices,6
E14001185,society,Pubs,96
E14001185,transport,Bus stops,627
E14001185,transport,Bus stops per square km,6.97
E14001185,transport,Cars or vans by household,84.6
E14001185,transport,EV: combined charging availability,407
E14001185,transport,EV: home charging,302
E14001185,transport,EV: workplace charging points,31
E14001185,transport,Rail cancellations,3.6
E14001185,transport,Train stations,2
E14001185,transport,Train stations per square km,0.022
E14001185,transport,Tram and metro stops,
E14001185,transport,Tram and metro stops per square km,
E14001186,economy,ATMs: total,48
E14001186,economy,Average download speeds,166.1
E14001186,economy,Below universal service obligation,0
E14001186,economy,Gigabit availability,88.6
E14001186,economy,House prices,431750
E14001186,economy,Receiving over 30 Mbps,86.9
E14001186,economy,Receiving under 10 Mbps,2.4
E14001186,economy,Superfast availability,99
E14001186,economy,Total income: median,31700
E14001186,economy,Total tax amount,353
E14001186,energy,Households off the gas grid,7.5
E14001186,environment,Ancient woodland,5.5748
E14001186,environment,Countryside and Rights of Way,0.029
E14001186,environment,Green belt: percentage,35.7
E14001186,environment,Green belt: total,940
E14001186,society,Child poverty,35.7
E14001186,society,EU referendum using 2024 consituencies,0.5075175762
E14001186,society,Electorate,75346
E14001186,society,Fish and chip shops,11
E14001186,society,Foodbanks,0
E14001186,society,General Election (notional): 12 December 2019,Lab
E14001186,society,General Election: 4 July 2024,Lab
E14001186,society,Heritage at Risk: all,3
E14001186,society,Heritage at Risk: archaeology,0
E14001186,society,Heritage at Risk: building or structure,2
E14001186,society,Heritage at Risk: conservation area,1
E14001186,society,Heritage at Risk: place of worship,0
E14001186,society,MPs: Left vs Right,39.825
E14001186,society,Percentage of children affected by two-child limit,13
E14001186,society,Population,108869
E14001186,society,Population: by age,1155
E14001186,society,Population: by group,66928
E14001186,society,Post offices,9
E14001186,society,Pubs,21
E14001186,transport,Bus stops,334
E14001186,transport,Bus stops per square km,12.62
E14001186,transport,Cars or vans by household,76.5
E14001186,transport,EV: combined charging availability,543
E14001186,transport,EV: home charging,411
E14001186,transport,EV: workplace charging points,39
E14001186,transport,Rail cancellations,0
E14001186,transport,Train stations,
E14001186,transport,Train stations per square km,
E14001186,transport,Tram and metro stops,12
E14001186,transport,Tram and metro stops per square km,0.45
E14001187,economy,ATMs: total,38
E14001187,economy,Average download speeds,173.1
E14001187,economy,Below universal service obligation,0
E14001187,economy,Gigabit availability,81.1
E14001187,economy,House prices,485000
E14001187,economy,Receiving over 30 Mbps,84.6
E14001187,economy,Receiving under 10 Mbps,3.1
E14001187,economy,Superfast availability,96.2
E14001187,economy,Total income: median,37200
E14001187,economy,Total tax amount,636
E14001187,energy,Households off the gas grid,7.2
E14001187,environment,Ancient woodland,4.4293
E14001187,environment,Countryside and Rights of Way,4.1584
E14001187,environment,Green belt: percentage,33.1
E14001187,environment,Green belt: total,1250
E14001187,society,Child poverty,25.7
E14001187,society,EU referendum using 2024 consituencies,0.4300944797
E14001187,society,Electorate,71541
E14001187,society,Fish and chip shops,12
E14001187,society,Foodbanks,1
E14001187,society,General Election (notional): 12 December 2019,Con
E14001187,society,General Election: 4 July 2024,Con
E14001187,society,Heritage at Risk: all,2
E14001187,society,Heritage at Risk: archaeology,1
E14001187,society,Heritage at Risk: building or structure,0
E14001187,society,Heritage at Risk: conservation area,0
E14001187,society,Heritage at Risk: place of worship,1
E14001187,society,MPs: Left vs Right,70.13
E14001187,society,Percentage of children affected by two-child limit,8
E14001187,society,Population,101671
E14001187,society,Population: by age,1193
E14001187,society,Population: by group,60766
E14001187,society,Post offices,11
E14001187,society,Pubs,31
E14001187,transport,Bus stops,389
E14001187,transport,Bus stops per square km,10.32
E14001187,transport,Cars or vans by household,84.9
E14001187,transport,EV: combined charging availability,735
E14001187,transport,EV: home charging,584
E14001187,transport,EV: workplace charging points,56
E14001187,transport,Rail cancellations,4.6
E14001187,transport,Train stations,10
E14001187,transport,Train stations per square km,0.265
E14001187,transport,Tram and metro stops,2
E14001187,transport,Tram and metro stops per square km,0.05
E14001188,economy,ATMs: total,144
E14001188,economy,Average download speeds,177.5
E14001188,economy,Below universal service obligation,0
E14001188,economy,Gigabit availability,86.6
E14001188,economy,House prices,354250
E14001188,economy,Receiving over 30 Mbps,84
E14001188,economy,Receiving under 10 Mbps,4.2
E14001188,economy,Superfast availability,93.6
E14001188,economy,Total income: median,29400
E14001188,economy,Total tax amount,293
E14001188,energy,Households off the gas grid,22.5
E14001188,environment,Ancient woodland,0
E14001188,environment,Countryside and Rights of Way,0.001
E14001188,environment,Green belt: percentage,
E14001188,environment,Green belt: total,
E14001188,society,Child poverty,36.7
E14001188,society,EU referendum using 2024 consituencies,0.4492770856
E14001188,society,Electorate,70812
E14001188,society,Fish and chip shops,4
E14001188,society,Foodbanks,1
E14001188,society,General Election (notional): 12 December 2019,Lab
E14001188,society,General Election: 4 July 2024,Lab
E14001188,society,Heritage at Risk: all,8
E14001188,society,Heritage at Risk: archaeology,0
E14001188,society,Heritage at Risk: building or structure,4
E14001188,society,Heritage at Risk: conservation area,1
E14001188,society,Heritage at Risk: place of worship,3
E14001188,society,MPs: Left vs Right,39.086
E14001188,society,Percentage of children affected by two-child limit,13
E14001188,society,Population,123850
E14001188,society,Population: by age,1802
E14001188,society,Population: by group,82345
E14001188,society,Post offices,9
E14001188,society,Pubs,67
E14001188,transport,Bus stops,255
E14001188,transport,Bus stops per square km,17.6
E14001188,transport,Cars or vans by household,62.9
E14001188,transport,EV: combined charging availability,390
E14001188,transport,EV: home charging,224
E14001188,transport,EV: workplace charging points,21
E14001188,transport,Rail cancellations,3
E14001188,transport,Train stations,5
E14001188,transport,Train stations per square km,0.345
E14001188,transport,Tram and metro stops,10
E14001188,transport,Tram and metro stops per square km,0.69
S14000072,economy,ATMs: total,66
S14000072,economy,Average download speeds,192.2
S14000072,economy,Below universal service obligation,0.1
S14000072,economy,Gigabit availability,87.2
S14000072,economy,Receiving over 30 Mbps,89.8
S14000072,economy,Receiving under 10 Mbps,2.8
S14000072,economy,Superfast availability,98.2
S14000072,economy,Total income: median,27900
S14000072,economy,Total tax amount,213
S14000072,energy,Households off the gas grid,6.5
S14000072,society,Child poverty,26.9
S14000072,society,EU referendum using 2024 consituencies,0.3750268004
S14000072,society,Electorate,70579
S14000072,society,Fish and chip shops,3
S14000072,society,Foodbanks,2
S14000072,society,General Election (notional): 12 December 2019,SNP
S14000072,society,General Election: 4 July 2024,Lab
S14000072,society,Percentage of children affected by two-child limit,9
S14000072,society,Population,91851
S14000072,society,Population: by age,825
S14000072,society,Population: by group,55707
S14000072,society,Post offices,13
S14000072,society,Pubs,25
S14000072,transport,Bus stops,443
S14000072,transport,Bus stops per square km,3.11
S14000072,transport,EV: combined charging availability,566
S14000072,transport,EV: home charging,452
S14000072,transport,EV: workplace charging points,63
S14000072,transport,Rail cancellations,1.6
S14000072,transport,Train stations,4
S14000072,transport,Train stations per square km,0.028
S14000072,transport,Tram and metro stops,
S14000072,transport,Tram and metro stops per square km,
E14001189,economy,ATMs: total,68
E14001189,economy,Average download speeds,188.2
E14001189,economy,Below universal service obligation,0.3
E14001189,economy,Gigabit availability,91.6
E14001189,economy,House prices,410000
E14001189,economy,Receiving over 30 Mbps,91.7
E14001189,economy,Receiving under 10 Mbps,3.2
E14001189,economy,Superfast availability,98.3
E14001189,economy,Total income: median,29300
E14001189,economy,Total tax amount,271
E14001189,energy,Households off the gas grid,9.6
E14001189,environment,Ancient woodland,0.0153
E14001189,environment,Countryside and Rights of Way,0
E14001189,environment,Green belt: percentage,38.7
E14001189,environment,Green belt: total,1530
E14001189,society,Child poverty,40.5
E14001189,society,EU referendum using 2024 consituencies,0.704479635
E14001189,society,Electorate,73627
E14001189,society,Fish and chip shops,0
E14001189,society,Foodbanks,3
E14001189,society,General Election (notional): 12 December 2019,Lab
E14001189,society,General Election: 4 July 2024,Lab
E14001189,society,Heritage at Risk: all,2
E14001189,society,Heritage at Risk: archaeology,0
E14001189,society,Heritage at Risk: building or structure,2
E14001189,society,Heritage at Risk: conservation area,0
E14001189,society,Heritage at Risk: place of worship,0
E14001189,society,MPs: Left vs Right,38.949
E14001189,society,Percentage of children affected by two-child limit,15
E14001189,society,Population,120583
E14001189,society,Population: by age,1694
E14001189,society,Population: by group,73321
E14001189,society,Post offices,12
E14001189,society,Pubs,25
E14001189,transport,Bus stops,264
E14001189,transport,Bus stops per square km,6.7
E14001189,transport,Cars or vans by household,79
E14001189,transport,EV: combined charging availability,543
